index	original	parse
613	Zoetwaterfronten vormen de scheiding tussen zoet rivierwater en zout zeewater en zijn daarom vooral aanwezig langsheen de kustlijnen .	(ROOT (CONJ (SMAIN (n 0) (ww 1) (NP (lid 2) (n 3) (PP (vz 4) (CONJ (NP (adj 5) (n 6)) (vg 7) (NP (adj 8) (n 9)))))) (vg 10) (SMAIN (ww 11) (bw 12) (bw 13) (AP (adj 14) (PP (vz 15) (NP (lid 16) (n 17)))))) (let 18))
614	Een nauwkeurige simulatie van de intensiteit en de locatie van fronten is van belang voor de berekening van residuele stromingen en voor de productie van microplankton , dat aan de basis ligt van de voedselketen .	(ROOT (SMAIN (NP (lid 0) (adj 1) (n 2) (PP (vz 3) (CONJ (NP (lid 4) (n 5) (PP (vz 9) (n 10))) (vg 6) (NP (lid 7) (n 8))))) (ww 11) (PP (vz 12) (NP (n 13) (CONJ (PP (vz 14) (NP (lid 15) (n 16) (PP (vz 17) (NP (adj 18) (n 19))))) (vg 20) (PP (vz 21) (NP (lid 22) (n 23) (PP (vz 24) (n 25))))))) (let 26) (CP (vg 27) (SSUB (AP (MWU (vz 28) (lid 29) (n 30)) (PP (vz 32) (NP (lid 33) (n 34)))) (ww 31)))) (let 35))
615	Turbulentie onstaat voornamelijk in reactie op de wind en getijden en genereert een complex patroon van microfluctuaties , variërend van enkele millimeters tot enkele meters .	(ROOT (CONJ (SMAIN (n 0) (ww 1) (adj 2) (PP (MWU (vz 3) (n 4) (vz 5)) (CONJ (NP (lid 6) (n 7)) (vg 8) (NP (n 9))))) (vg 10) (SMAIN (ww 11) (NP (lid 12) (adj 13) (n 14) (PP (vz 15) (NP (n 16) (let 17) (PPRES (ww 18) (PP (vz 19) (NP (vnw 20) (n 21))) (PP (vz 22) (NP (vnw 23) (n 24))))))))) (let 25))
616	Deze fluctuaties beïnvloeden op hun beurt de stromingen en de verspreiding van temperatuur , saliniteit en andere substanties op macro-schaal .	(ROOT (SMAIN (NP (vnw 0) (n 1)) (ww 2) (PP (vz 3) (NP (vnw 4) (n 5))) (CONJ (NP (lid 6) (n 7) (PP (vz 18) (n 19))) (vg 8) (NP (lid 9) (n 10) (PP (vz 11) (CONJ (n 12) (let 13) (n 14) (vg 15) (NP (adj 16) (n 17))))))) (let 20))
617	Een exacte beschrijving van turbulentie voor een gebied als de Noordzee is met de huidige generatie computers praktisch onmogelijk zodat men een beroep dient te doen op zogenaamde " turbulentiemodellen " in de vorm van complexe mathematische vergelijkingen .	(ROOT (SMAIN (NP (lid 0) (adj 1) (n 2) (PP (vz 3) (n 4)) (PP (vz 5) (NP (lid 6) (n 7) (CP (vg 8) (NP (lid 9) (n 10)))))) (ww 11) (PP (vz 12) (NP (lid 13) (adj 14) (n 15) (n 16))) (AP (adj 17) (adj 18)) (CP (vg 19) (SSUB (vnw 20) (TI (INF (NP (lid 21) (n 22)) (ww 25) (PP (vz 26) (NP (adj 27) (let 28) (n 29) (let 30) (PP (vz 31) (NP (lid 32) (n 33) (PP (vz 34) (NP (adj 35) (adj 36) (n 37)))))))) (vz 24)) (ww 23)))) (let 38))
618	Interacties met de atmosfeer : voor het berekenen van de watertemperatuur dient men rekening te houden met de zonnestraling die de bovenste 10 tot 20 meter van de waterkolom opwarmt , en met andere effecten van warmteuitwisseling aan het zeeoppervlak .	(ROOT (DU (NP (n 0) (PP (vz 1) (NP (lid 2) (n 3)))) (let 4) (SMAIN (TI (INF (PP (vz 5) (NP (lid 6) (ww 7) (PP (vz 8) (NP (lid 9) (n 10))))) (n 13) (ww 15) (CONJ (PP (vz 16) (NP (lid 17) (n 18) (REL (vnw 19) (SSUB (NP (lid 20) (adj 21)) (NP (CONJ (tw 22) (vz 23) (tw 24)) (n 25) (PP (vz 26) (NP (lid 27) (n 28)))) (ww 29))))) (let 30) (vg 31) (PP (vz 32) (NP (adj 33) (n 34) (PP (vz 35) (NP (n 36) (PP (vz 37) (NP (lid 38) (n 39))))))))) (vz 14)) (ww 11) (vnw 12))) (let 40))
619	De wind in de onderste laag van de atmosfeer ligt aan de basis van golven en turbulentie .	(ROOT (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (NP (lid 3) (adj 4) (n 5) (PP (vz 6) (NP (lid 7) (n 8)))))) (ww 9) (PP (vz 10) (NP (lid 11) (n 12) (PP (vz 13) (CONJ (n 14) (vg 15) (n 16)))))) (let 17))
620	Om deze effecten in te brengen in het model moet men beschikken over meteorologische gegevens ( wind snelheid en richting , atmosferische druk , luchtvochtigheid en temperatuur , bewolkingsgraad ) die gewoonlijk geleverd worden via een weermodel .	(ROOT (SMAIN (INF (OTI (vz 0) (TI (INF (NP (vnw 1) (n 2)) (vz 3) (ww 5) (PP (vz 6) (NP (lid 7) (n 8)))) (vz 4))) (ww 11) (PP (vz 12) (NP (adj 13) (n 14) (PP (MWU (spec 15) (n 16)) (CONJ (CONJ (n 17) (vg 18) (n 19)) (let 20) (NP (adj 21) (n 22)) (let 23) (n 24) (vg 25) (NP (n 26) (let 27) (MWU (spec 28) (spec 29)) (REL (vnw 30) (SSUB (PPART (adj 31) (ww 32) (PP (vz 34) (NP (lid 35) (n 36)))) (ww 33))))))))) (ww 9) (vnw 10)) (let 37))
621	De ontwikkeling van snellere supercomputers maakt het mogelijk complexere " geïntegreerde " drie-dimensionele ( lengte , breedte en diepte ) te ontwerpen en te testen met bijkomende componenten voor biologie , sedimenten en contaminanten .	(ROOT (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (NP (adj 3) (n 4)))) (ww 5) (CONJ (TI (INF (NP (lid 6) (AP (adj 7) (adj 8)) (let 9) (ww 10) (let 11) (adj 12) (MWU (spec 13) (spec 14)) (let 15) (CONJ (n 16) (vg 17) (MWU (spec 18) (spec 19)))) (ww 21)) (vz 20)) (vg 22) (TI (vz 23) (INF (ww 24) (PP (vz 25) (NP (ww 26) (n 27) (PP (vz 28) (CONJ (n 29) (let 30) (n 31) (vg 32) (n 33))))))))) (let 34))
622	Een voorbeeld is het recente COHERENS computerprogramma ontwikkeld door de BMM .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (NP (lid 3) (adj 4) (n 5) (n 6) (PPART (ww 7) (PP (vz 8) (NP (lid 9) (n 10)))))) (let 11))
623	Het model heeft momenteel wereldwijd ongeveer 600 gebruikers en zal in de volgende jaren voor diverse applicaties gebruikt worden ..	(ROOT (CONJ (SMAIN (NP (lid 0) (n 1)) (ww 2) (adj 3) (adj 4) (NP (bw 5) (tw 6) (n 7))) (vg 8) (SMAIN (ww 9) (INF (PPART (PP (vz 10) (NP (lid 11) (ww 12) (n 13))) (PP (vz 14) (NP (adj 15) (n 16))) (ww 17)) (ww 18)))) (let 19))
624	Bij de BMM worden allerlei digitale modellen ontwikkeld om berekeningen uit te voeren betreffende het transport van baggermateriaal dat voor de Belgische kust gestort wordt ..	(ROOT (SMAIN (PPART (PP (vz 0) (NP (lid 1) (n 2))) (ww 7) (OTI (vz 8) (TI (INF (NP (n 9) (PP (vz 13) (NP (lid 14) (n 15) (PP (vz 16) (NP (n 17) (REL (vnw 18) (SSUB (PPART (PP (vz 19) (NP (lid 20) (adj 21) (n 22))) (ww 23)) (ww 24)))))))) (vz 10) (ww 12)) (vz 11)))) (ww 3) (NP (adj 4) (adj 5) (n 6))) (let 25))
625	Tussen 1980 en 1990 werd elk jaar zowat 30 miljoen aan sedimenten gebaggerd in de havens en de vaargeulen voor de Belgische kust .	(ROOT (SMAIN (PPART (PP (vz 0) (CONJ (tw 1) (vg 2) (tw 3))) (NP (vnw 5) (n 6)) (NP (bw 7) (tw 8) (n 9) (PP (vz 10) (n 11))) (ww 12) (PP (vz 13) (CONJ (NP (lid 14) (n 15) (PP (vz 19) (NP (lid 20) (adj 21) (n 22)))) (vg 16) (NP (lid 17) (n 18))))) (ww 4)) (let 23))
626	Een groot deel van dit baggermateriaal wordt terug in zee gestort .	(ROOT (SMAIN (NP (lid 0) (adj 1) (n 2) (PP (vz 3) (NP (vnw 4) (n 5)))) (ww 6) (PPART (bw 7) (PP (vz 8) (n 9)) (ww 10))) (let 11))
627	Toch zal een aanzienlijk deel van het gestorte materiaal vanaf de stortplaatsen terug naar de kust vervoerd worden , waar het gebaggerd werd .	(ROOT (SMAIN (bw 0) (ww 1) (NP (lid 2) (adj 3) (n 4) (PP (vz 5) (NP (lid 6) (ww 7) (n 8)))) (INF (PPART (PP (vz 9) (NP (lid 10) (n 11) (PP (bw 12) (vz 13) (NP (lid 14) (n 15))))) (ww 16) (let 18) (REL (vnw 19) (SSUB (vnw 20) (PPART (ww 21)) (ww 22)))) (ww 17))) (let 23))
628	Deze sedimenten dienen dan opnieuw weggebaggerd te worden .	(ROOT (SMAIN (NP (vnw 0) (n 1)) (ww 2) (TI (INF (PPART (bw 3) (bw 4) (ww 5)) (ww 7)) (vz 6))) (let 8))
629	Bovendien zal het vervuilde materiaal zo over een groot gebied verspreid raken .	(ROOT (SMAIN (INF (bw 0) (bw 5) (PPART (PP (vz 6) (NP (lid 7) (adj 8) (n 9))) (ww 10)) (ww 11)) (ww 1) (NP (lid 2) (ww 3) (n 4))) (let 12))
630	Hercirculatie van het materiaal vanaf de stortplaats dient dan ook vermeden te worden .	(ROOT (SMAIN (NP (n 0) (PP (vz 1) (NP (lid 2) (n 3) (PP (vz 4) (NP (lid 5) (n 6)))))) (ww 7) (TI (INF (PPART (bw 8) (bw 9) (ww 10)) (ww 12)) (vz 11))) (let 13))
631	Om de materiaaldispersie na het storten beter te begrijpen , ontwikkelt de BMM sedimenttransportmodellen die dit transport simuleren .	(ROOT (SMAIN (OTI (vz 0) (TI (INF (NP (lid 1) (n 2) (PP (vz 3) (NP (lid 4) (ww 5)))) (adj 6) (ww 8)) (vz 7))) (let 9) (ww 10) (NP (lid 11) (n 12)) (NP (n 13) (REL (vnw 14) (SSUB (NP (vnw 15) (n 16)) (ww 17))))) (let 18))
632	De verschillende processen die bepalend zijn voor het transport richting kust , worden onderzocht .	(ROOT (SMAIN (NP (lid 0) (adj 1) (n 2) (REL (vnw 3) (SSUB (AP (ww 4) (PP (vz 6) (NP (lid 7) (n 8) (PP (n 9) (n 10))))) (ww 5)))) (let 11) (ww 12) (PPART (ww 13))) (let 14))
633	Dankzij de modellen kunnen alternatieve stortplaatsen opgespoord worden , waar het materieel beter ter plaatse blijft .	(ROOT (SMAIN (INF (PPART (PP (vz 0) (NP (lid 1) (n 2))) (ww 6) (let 8) (WHREL (vnw 9) (SSUB (NP (lid 10) (n 11)) (adj 12) (MWU (vz 13) (n 14)) (ww 15)))) (ww 7)) (ww 3) (NP (adj 4) (n 5))) (let 16))
634	De jongste tijd gaat meer aandacht naar de sedimentbalans , in het bijzonder de slibbalans op het Belgisch Continentaal Plat .	(ROOT (SMAIN (NP (lid 0) (adj 1) (n 2)) (ww 3) (NP (vnw 4) (n 5)) (PP (vz 6) (NP (lid 7) (n 8) (let 9) (NP (PP (vz 10) (NP (lid 11) (adj 12))) (lid 13) (n 14) (PP (vz 15) (NP (lid 16) (MWU (adj 17) (adj 18) (n 19)))))))) (let 20))
635	De belangrijkste vragen daarbij zijn : waar komt het slib vandaan en waarom blijft het voor de Belgische kust in een erg dynamische omgeving ?	(ROOT (DU (SMAIN (NP (lid 0) (adj 1) (n 2) (bw 3)) (ww 4)) (let 5) (CONJ (WHQ (vnw 6) (SV1 (ww 7) (NP (lid 8) (n 9)) (vz 10))) (vg 11) (WHQ (bw 12) (SV1 (ww 13) (vnw 14) (PP (vz 15) (NP (lid 16) (adj 17) (n 18))) (PP (vz 19) (NP (lid 20) (AP (adj 21) (adj 22)) (n 23))))))) (let 24))
636	Hoe werkt het model ?	(ROOT (WHQ (bw 0) (SV1 (ww 1) (NP (lid 2) (n 3)))) (let 4))
637	De sedimenten die zich op de zeebodem bevinden , bestaan ofwel uit grof zand ( het rode en gele materiaal op de kaart ) of uit fijn slib ( de groene gebieden ) .	(ROOT (DU (NP (lid 0) (n 1) (REL (vnw 2) (SSUB (vnw 3) (PP (vz 4) (NP (lid 5) (n 6))) (ww 7)))) (let 8) (CONJ (NP (n 9)) (vg 10) (DU (PP (vz 11) (NP (adj 12) (n 13))) (CONJ (MWU (spec 14) (lid 15) (adj 16)) (vg 17) (NP (adj 18) (n 19) (PP (vz 20) (NP (lid 21) (n 22) (MWU (spec 23) (spec 24)))) (PP (vz 25) (NP (adj 26) (n 27) (DU (spec 28) (NP (lid 29) (adj 30) (n 31)))))))) (MWU (spec 32)))) (let 33))
638	Onder de invloed van de wrijving van het water met de zeebodem ( bodemspanning ) zullen de sedimenten geërodeerd en in suspensie gebracht worden en in de waterkolom terechtkomen .	(ROOT (SMAIN (CONJ (INF (CONJ (PPART (PP (vz 0) (NP (lid 1) (n 2) (PP (vz 3) (NP (lid 4) (n 5) (PP (vz 6) (NP (lid 7) (n 8))))) (PP (vz 9) (NP (lid 10) (n 11) (MWU (spec 12) (spec 13) (spec 14)))))) (ww 18)) (vg 19) (PPART (PP (vz 20) (n 21)) (ww 22))) (ww 23)) (vg 24) (INF (PP (vz 25) (NP (lid 26) (n 27))) (ww 28))) (ww 15) (NP (lid 16) (n 17))) (let 29))
639	Deze bodemspanning is het gevolg van de waterstromingen , de getijden en de golven .	(ROOT (SMAIN (NP (vnw 0) (n 1)) (ww 2) (NP (lid 3) (n 4) (PP (vz 5) (CONJ (NP (lid 6) (n 7)) (let 8) (NP (lid 9) (n 10)) (vg 11) (NP (lid 12) (n 13)))))) (let 14))
640	De hoeveelheid geërodeerd materiaal is afhankelijk van de bodemspanning en van het soort sedimenten .	(ROOT (SMAIN (NP (lid 0) (n 1) (NP (ww 2) (n 3))) (ww 4) (AP (adj 5) (CONJ (PP (vz 6) (NP (lid 7) (n 8))) (vg 9) (PP (vz 10) (NP (lid 11) (n 12) (n 13)))))) (let 14))
641	Het grove zand bijvoorbeeld zal minder makkelijk geërodeerd worden dan het fijn slib .	(ROOT (SMAIN (NP (lid 0) (adj 1) (n 2) (bw 3)) (ww 4) (INF (PPART (AP (AP (vnw 5) (CP (vg 9) (NP (lid 10) (adj 11) (n 12)))) (adj 6)) (ww 7)) (ww 8))) (let 13))
642	Sedimenten die in suspensie komen , kunnen dan met de stromingen meegaan .	(ROOT (SMAIN (NP (n 0) (REL (vnw 1) (SSUB (PP (vz 2) (n 3)) (ww 4)))) (let 5) (ww 6) (INF (bw 7) (PP (vz 8) (NP (lid 9) (n 10))) (ww 11))) (let 12))
643	Van zodra de bodemspanning dan opnieuw onder een kritieke waarde zakt , zal het materiaal in suspensie opnieuw neerslaan op de bodem .	(ROOT (SMAIN (INF (CP (MWU (vz 0) (vg 1)) (SSUB (NP (lid 2) (n 3)) (bw 4) (bw 5) (PP (vz 6) (NP (lid 7) (adj 8) (n 9))) (ww 10))) (bw 17) (ww 18) (PP (vz 19) (NP (lid 20) (n 21)))) (let 11) (ww 12) (NP (lid 13) (n 14) (PP (vz 15) (n 16)))) (let 22))
644	Deze sedimentering is op zijn beurt afhankelijk van de hoeveelheid sedimenten en de valsnelheid .	(ROOT (SMAIN (NP (vnw 0) (n 1)) (ww 2) (PP (vz 3) (NP (vnw 4) (n 5))) (AP (adj 6) (PP (vz 7) (CONJ (NP (lid 8) (n 9) (n 10)) (vg 11) (NP (lid 12) (n 13)))))) (let 14))
645	Het zwaardere zand zal sneller neerslaan dan het lichte slib .	(ROOT (SMAIN (NP (lid 0) (adj 1) (n 2)) (ww 3) (INF (AP (adj 4) (CP (vg 6) (NP (lid 7) (adj 8) (n 9)))) (ww 5))) (let 10))
646	Het storten van baggermaterieel heeft een duidelijke weerslag op de hoeveelheid materiaal in suspensie op de stortplaatsen , en bijgevolg op de transparantie van het water .	(ROOT (SMAIN (NP (lid 0) (ww 1) (PP (vz 2) (n 3))) (ww 4) (NP (lid 5) (adj 6) (n 7) (CONJ (PP (vz 8) (NP (lid 9) (n 10) (NP (n 11) (PP (vz 12) (n 13))) (PP (vz 14) (NP (lid 15) (n 16))))) (let 17) (vg 18) (PP (bw 19) (vz 20) (NP (lid 21) (n 22) (PP (vz 23) (NP (lid 24) (n 25)))))))) (let 26))
647	Deze transparantie is echter van het grootste belang voor de groei van micro-organismen en dus voor het ecosysteem .	(ROOT (CONJ (SMAIN (NP (vnw 0) (n 1)) (ww 2) (bw 3) (PP (vz 4) (NP (lid 5) (adj 6) (n 7))) (PP (vz 8) (NP (lid 9) (n 10) (PP (vz 11) (n 12))))) (vg 13) (DU (bw 14) (PP (vz 15) (NP (lid 16) (n 17))))) (let 18))
648	Daarom meet de BMM de hoeveelheid materiaal in suspensie vóór , tijdens en na het storten en doet dit door watermonsters te nemen , het water te filteren en het residu te wegen .	(ROOT (CONJ (SMAIN (bw 0) (ww 1) (NP (lid 2) (n 3)) (NP (lid 4) (n 5) (NP (n 6) (PP (vz 7) (n 8)))) (vz 9) (let 10) (CONJ (PP (vz 11) (NP (lid 14) (n 15))) (vg 12) (PP (vz 13)))) (vg 16) (SMAIN (ww 17) (vnw 18) (CP (vz 19) (CONJ (TI (INF (n 20) (ww 22)) (vz 21)) (let 23) (TI (INF (NP (lid 24) (n 25)) (ww 27)) (vz 26)) (vg 28) (TI (INF (NP (lid 29) (n 30)) (ww 32)) (vz 31)))))) (let 33))
649	Biologische processen zoals fotosynthese , de groei van fytoplankton ( microscopisch kleine algen ) kunnen in een model gegoten worden door middel van wiskundige vergelijkingen , die de groei relateren aan factoren zoals licht , beschikbare nutriënten , enz.	(ROOT (NP (adj 0) (n 1) (CP (vg 2) (SSUB (NP (n 3) (let 4) (NP (lid 5) (n 6) (PP (vz 7) (NP (MWU (spec 8) (spec 9)) (NP (adj 10) (adj 11) (MWU (spec 12) (spec 13))))))) (ww 14) (INF (PPART (PP (vz 15) (NP (lid 16) (n 17))) (ww 18) (PP (MWU (vz 20) (n 21) (vz 22)) (NP (adj 23) (n 24) (let 25) (REL (vnw 26) (SSUB (NP (lid 27) (n 28)) (ww 29) (PP (vz 30) (NP (n 31) (CP (vg 32) (CONJ (n 33) (let 34) (NP (adj 35) (n 36)) (let 37) (spec 38)))))))))) (ww 19))))))
650	Nog meer vergelijkingen beschrijven hoe fytoplankton opgegeten wordt door zoöplankton ( microscopische zeedieren ) , die in het water vervoerd worden door zeestromingen en turbulenties .	(ROOT (SMAIN (NP (AP (bw 0) (vnw 1)) (n 2)) (ww 3) (WHSUB (bw 4) (SSUB (n 5) (PPART (ww 6) (PP (vz 8) (NP (n 9) (MWU (spec 10) (spec 11) (spec 12) (spec 13)) (let 14) (REL (vnw 15) (SSUB (PPART (PP (vz 16) (NP (lid 17) (n 18))) (ww 19) (PP (vz 21) (CONJ (n 22) (vg 23) (n 24)))) (ww 20)))))) (ww 7)))) (let 25))
651	Door deze vergelijkingen binnen een computermodel op te lossen , is het mogelijk te simuleren hoe de fytoplanktonbiomassa in tijd en ruimte evolueert als reactie op externe invloeden .	(ROOT (SMAIN (CP (vz 0) (TI (INF (NP (vnw 1) (n 2)) (PP (vz 3) (NP (lid 4) (n 5))) (vz 6) (ww 8)) (vz 7))) (let 9) (ww 10) (vnw 11) (adj 12) (TI (vz 13) (INF (ww 14) (WHSUB (bw 15) (SSUB (NP (lid 16) (n 17) (PP (vz 18) (CONJ (n 19) (vg 20) (n 21)))) (ww 22) (CP (vz 23) (NP (n 24) (PP (vz 25) (NP (adj 26) (n 27)))))))))) (let 28))
652	Deze invloeden gaan van natuurlijke schommelingen veroorzaakt door de seizoensgebonden cyclus van zonlicht en watertemperatuur , of door veranderingen veroorzaakt door menselijke activiteiten zoals landbouw , huishoudelijk en industrieel gebruik van nitraten en fosfaten , die via rivieren in het mariene systeem terechtkomen .	(ROOT (SMAIN (NP (vnw 0) (n 1)) (ww 2) (CONJ (PPART (PP (vz 3) (NP (adj 4) (n 5))) (ww 6) (PP (vz 7) (NP (lid 8) (adj 9) (n 10) (PP (vz 11) (CONJ (n 12) (vg 13) (n 14)))))) (let 15) (vg 16) (PPART (PP (vz 17) (n 18)) (ww 19) (PP (vz 20) (NP (adj 21) (n 22) (CP (vg 23) (NP (n 24) (let 25) (NP (CONJ (adj 26) (vg 27) (adj 28)) (n 29) (PP (vz 30) (CONJ (n 31) (vg 32) (n 33))) (let 34) (REL (vnw 35) (SSUB (PP (vz 36) (n 37)) (PP (vz 38) (NP (lid 39) (adj 40) (n 41))) (ww 42))))))))))) (let 43))
653	Planktonsoorten die courant in de Belgische wateren voorkomen .	(ROOT (NP (n 0) (REL (vnw 1) (SSUB (adj 2) (PP (vz 3) (NP (lid 4) (adj 5) (n 6))) (ww 7)))) (let 8))
654	Links : Phaeocystis pouchetii , een microscopische zeeplant of fytoplankton dat verantwoordelijk is voor het vuile schuim dat in het voorjaar op de stranden aangetroffen wordt .	(ROOT (DU (adj 0) (let 1) (CONJ (MWU (spec 2) (spec 3)) (let 4) (NP (lid 5) (adj 6) (n 7)) (vg 8) (NP (n 9) (REL (vnw 10) (SSUB (AP (adj 11) (PP (vz 13) (NP (lid 14) (adj 15) (n 16) (REL (vnw 17) (SSUB (PPART (PP (vz 18) (NP (lid 19) (n 20))) (PP (vz 21) (NP (lid 22) (n 23))) (ww 24)) (ww 25)))))) (ww 12)))))) (let 26))
655	Rechts : Temora longicornis , een microscopisch zeediertje of zoöplankton , dat zich voedt met bepaalde soorten fytoplankton .	(ROOT (DU (adj 0) (let 1) (NP (MWU (spec 2) (spec 3)) (let 4) (CONJ (NP (lid 5) (adj 6) (n 7) (let 10) (REL (vnw 11) (SSUB (vnw 12) (ww 13) (PP (vz 14) (NP (ww 15) (n 16) (n 17)))))) (vg 8) (NP (n 9))))) (let 18))
656	Ecosysteemmodellen veronderstellen de koppeling van een biologisch model ( diverse biologische parameters ) en een hydrodynamisch model ( golven , turbulentie , stroming en getijden ) .	(ROOT (DU (SMAIN (n 0) (ww 1) (NP (lid 2) (n 3) (PP (vz 4) (NP (lid 5) (adj 6) (MWU (spec 7) (spec 8))))) (NP (adj 9) (adj 10) (n 11))) (CONJ (MWU (spec 12) (spec 25)) (vg 13) (NP (lid 14) (adj 15) (n 16) (CONJ (MWU (spec 17) (spec 18)) (let 19) (n 20) (let 21) (n 22) (vg 23) (n 24))))) (let 26))
657	Resultaten van het ecosysteemmodel die een beeld geven van het nitraatgehalte in het zeewater van de zuidelijke Noordzee - tijdstip eind februari .	(ROOT (DU (NP (n 0) (PP (vz 1) (NP (lid 2) (n 3))) (REL (vnw 4) (SSUB (NP (lid 5) (n 6) (PP (vz 8) (NP (lid 9) (n 10) (PP (vz 11) (NP (lid 12) (n 13) (PP (vz 14) (NP (lid 15) (adj 16) (n 17)))))))) (ww 7)))) (let 18) (NP (n 19) (ADVP (n 20) (n 21)))) (let 22))
658	De kustlijn van Frankrijk ( F ) , België ( B ) , Nederland ( NL ) en Groot-Brittannië ( UK ) wordt aangegeven met de zwarte lijn en de grens van de Belgische Exclusieve Economische Zone wordt aangegeven met de grijze lijn .	(ROOT (CONJ (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (NP (n 3) (CONJ (MWU (spec 4) (spec 5) (spec 6)) (let 7) (MWU (spec 8) (spec 9) (spec 10) (spec 11)) (let 12) (MWU (spec 13) (spec 14) (spec 15) (spec 16)) (vg 17) (n 18)))) (MWU (spec 19) (spec 20) (spec 21))) (ww 22) (PPART (ww 23) (PP (vz 24) (NP (lid 25) (adj 26) (n 27))))) (vg 28) (SMAIN (NP (lid 29) (n 30) (PP (vz 31) (NP (lid 32) (adj 33) (MWU (adj 34) (adj 35) (n 36))))) (ww 37) (PPART (ww 38) (PP (vz 39) (NP (lid 40) (adj 41) (n 42)))))) (let 43))
659	Donkerblauw staat voor een hoog gehalte , medium blauw voor een middelmatig gehalte , en lichtblauw voor een laag gehalte .	(ROOT (CONJ (SMAIN (adj 0) (ww 1) (PP (vz 2) (NP (lid 3) (adj 4) (n 5)))) (let 6) (SMAIN (NP (n 7) (adj 8)) (PP (vz 9) (NP (lid 10) (adj 11) (n 12)))) (let 13) (vg 14) (SMAIN (adj 15) (PP (vz 16) (NP (lid 17) (adj 18) (n 19))))) (let 20))
660	De drie belangrijkste rivieren die nitraten naar deze zone aanvoeren , zijn afgebeeld .	(ROOT (SMAIN (NP (lid 0) (tw 1) (adj 2) (n 3) (REL (vnw 4) (SSUB (n 5) (PP (vz 6) (NP (vnw 7) (n 8))) (ww 9)))) (let 10) (ww 11) (PPART (ww 12))) (let 13))
661	Het nitraatgehalte neemt af naarmate men zich van de monding van deze rivieren verwijdert .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (vz 3) (CP (vg 4) (SSUB (vnw 5) (vnw 6) (PP (vz 7) (NP (lid 8) (n 9) (PP (vz 10) (NP (vnw 11) (n 12))))) (ww 13)))) (let 14))
662	Resultaten van de fysische component van het ecosysteemmodel , die een beeld geven van het zoutgehalte van het zeewater van de zuidelijke Noordzee - gemiddelde over één jaar .	(ROOT (DU (NP (n 0) (PP (vz 1) (NP (lid 2) (adj 3) (n 4))) (PP (vz 5) (NP (lid 6) (n 7) (let 8) (REL (vnw 9) (SSUB (NP (lid 10) (n 11) (PP (vz 13) (NP (lid 14) (n 15) (PP (vz 16) (NP (lid 17) (n 18) (PP (vz 19) (NP (lid 20) (adj 21) (n 22)))))))) (ww 12)))))) (let 23) (NP (adj 24) (PP (vz 25) (NP (tw 26) (n 27))))) (let 28))
663	De kustlijn van Frankrijk ( F ) , België ( B ) , Nederland ( NL ) en Groot-Brittannië ( UK ) wordt aangegeven met de zwarte lijn en de grens van de Belgische Exclusieve Economische Zone wordt aangegeven met de grijze lijn .	(ROOT (CONJ (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (NP (n 3) (CONJ (MWU (spec 4) (spec 5) (spec 6)) (let 7) (MWU (spec 8) (spec 9) (spec 10) (spec 11)) (let 12) (MWU (spec 13) (spec 14) (spec 15) (spec 16)) (vg 17) (n 18)))) (MWU (spec 19) (spec 20) (spec 21))) (ww 22) (PPART (ww 23) (PP (vz 24) (NP (lid 25) (adj 26) (n 27))))) (vg 28) (SMAIN (NP (lid 29) (n 30) (PP (vz 31) (NP (lid 32) (adj 33) (MWU (adj 34) (adj 35) (n 36))))) (ww 37) (PPART (ww 38) (PP (vz 39) (NP (lid 40) (adj 41) (n 42)))))) (let 43))
664	Donkerblauw staat voor een hoog zoutgehalte - het meest zoute water - , medium blauw voor een middelmatig gehalte , en lichtblauw voor een laag gehalte .	(ROOT (CONJ (SMAIN (adj 0) (ww 1) (PP (vz 2) (NP (lid 3) (adj 4) (n 5) (let 6) (NP (lid 7) (AP (vnw 8) (adj 9)) (n 10)) (let 11)))) (let 12) (SMAIN (NP (n 13) (adj 14)) (PP (vz 15) (NP (lid 16) (adj 17) (n 18)))) (let 19) (vg 20) (SMAIN (adj 21) (PP (vz 22) (NP (lid 23) (adj 24) (n 25))))) (let 26))
665	Rivieren voeren zoetwater met een laag zoutgehalte naar de zee , zodat het zoutgehalte gehanteerd kan worden om na te gaan waar het rivierwater naar toe gaat .	(ROOT (SMAIN (n 0) (ww 1) (NP (n 2) (PP (vz 3) (NP (lid 4) (adj 5) (n 6)))) (PP (vz 7) (NP (lid 8) (n 9))) (let 10) (CP (vg 11) (SSUB (NP (lid 12) (n 13)) (INF (PPART (ww 14) (OTI (vz 17) (TI (INF (vz 18) (ww 20) (WHSUB (vnw 21) (SSUB (NP (lid 22) (n 23)) (PP (vz 24) (vz 25)) (ww 26)))) (vz 19)))) (ww 16)) (ww 15)))) (let 27))
