index	original	level
11728	Als instelling moet je kritisch kijken hoe technologiebedrijven omgaan met data, en moet je afspraken maken over de verwerking.	B2
11729	Je moet ook naar je gebruikers verantwoorden met welk doel je data verzamelt en verwerkt.	B2
11730	En in bepaalde gevallen moet de gebruiker daarmee instemmen.	B2
11731	Logisch dat we e.e.a. goed (moeten) regelen bij applicaties zoals digitale leeromgevingen of proctoringtools.	B2
11732	Je moet daar als instelling zeer zorgvuldig in zijn, en niet alleen omdat dit wettelijk verplicht is.	B2
11733	Privacy officers hebben hier een belangrijke taak en verantwoordelijkheid in.	B2
11734	Wel vraag ik me af of het altijd noodzakelijk is om een eigen verwerkersovereenkomst te hanteren.	B2
11735	"De opmars naar het noorden van het Army of Northern Virginia naar zijn ""rendez-vous"" bij Slag bij Gettysburg werd geleid door de ervaren cavaleriegeneraal William Edmonson ""Grumble"" Jones."	B2+
11736	"Deze verdiende zijn bijnaam ""Grumble"" meer dan genoeg - hij was over het algemeen slechtgehumeurd, opvliegend en geneigd tot klagen."	B2+
11737	Nadat hij in 1848 van de militaire academie van West Point was afgestudeerd, had hij bijna een decennium op de westelijke grens gediend, had hij tegen de indianen gevochten en was hij commandant geweest van kleine detachementen ruiters.	B2+
11738	Hij was echter niet altijd zo opvliegend geweest, zijn bevriende dragonder J.E.B. Stuart noemde hem indertijd de beste buitenpostofficier van het leger, maar de dood van zijn jonge vrouw door een schipbreuk net na hun huwelijk verzuurde Jones, en hij raakte nooit hersteld van dat verlies.	B2+
11739	Hij nam ontslag uit het leger in 1857 en leefde min of meer als kluizenaar in zijn boerderij in Virginia.	B2+
11740	Bij het uitbreken van de burgeroorlog vormde Jones een cavaleriecompagnie.	B2+
11741	Toen hij zijn kapitein verkoos diende Jones onder zijn oude kameraad Stuart in de Manassas-veldtocht.	B2+
11742	Aanvankelijk was hij een kolonel in de 1st Virginia Cavalry maar werd bevorderd tot brigadegeneraal op 19 september 1862.	B2+
11743	Zijn soldaten vochten goed in de Slag bij Brandy Station op 9 juni 1863 waar ze zwaar overtroffen werden door Jones' vroegere klasgenoot uit West Point, de noordelijke brigadegeneraal John Buford.	B2+
11744	De Slag om Cherbourg was een onderdeel van de Slag om Normandië tijdens de Tweede Wereldoorlog.	B2
11745	Op 6 juni, de dag van de landing, begon het gevecht om de belangrijke havenstad.	B2
11746	Amerikaanse troepen wisten de stad te omsingelen en te veroveren in een tijdsbestek van ruim drie weken.	B2
11747	Het geallieerde plan Toen de geallieerden plannen maakten voor een invasie in Frankrijk, kwamen ze tot de conclusie dat een zeehaven zeer belangrijk was voor het aanvoeren van troepen en materieel.	B2
11748	Bij een landing in Normandië waren er twee keuzes.	B2
11749	Men kon Le Havre óf het meer gunstig liggende Cherbourg, dat aan het einde van het schiereiland Cotentin ligt, trachtten in te nemen.	B2
11750	Cherbourg was namelijk makkelijker in te sluiten, terwijl bij een inname van Le Havre de Duitsers van meerdere kanten konden aanvallen.	B2
11751	De geallieerden besloten om niet direct een landing te forceren op Cotentin.	B2
11752	Dit onder andere vanwege het falen van de Raid op Dieppe.	B2
11753	De grootmachten van Europa veroverden overzeese gebieden.	B1+
11754	Ze beheersten met een winstgevende handel in exotische producten de wereldeconomie.	B1+
11755	Deze exotische producten uit de koloniën waren populair.	B1+
11756	De handel in de 17e eeuw nam verder toe.	B1+
11757	Om aan de stijgende vraag te kunnen voldoen werden plantages aangelegd.	B1+
11758	Schepen vertrokken uit West-Europa met handelswaar voor Afrika (vooral vuurwapens, drank, buskruit, ijzer en textiel).	B1+
11759	Uit Afrika werden voor de plantages slaven aangevoerd.	B1+
11760	Producten van de plantages werden vervolgens verscheept naar Europa.	B1+
11761	Zo ontstond een driehoekshandel waarmee veel winst werd gemaakt.	B1+
11762	Driehoekshandel - 1 Uit Europa vertrokken schepen om handel te drijven in Amerika en het Caribisch gebied.	B1+
11763	Eerst zetten zij koers met een lading goederen (vuurwapens, drank, buskruit, ijzer en textiel) naar West-Afrika.	B1+
11764	Daar werden producten geruild tegen slaven.	B1+
11765	Op de slavenmarkt aan de West-Afrikaanse kust werden de slaven gekeurd en ingescheept.	B1+
11766	Na een lange reis werden de slaven verkocht aan plantagehouders in de koloniën van Zuid- en Noord-Amerika.	B1+
11767	Vervolgens werden er producten van de plantages op de schepen ingeladen en naar Europa vervoerd.	B1+
11768	De Nederlandse West Indische Compagnie (WIC) speelde een belangrijke rol in dit systeem.	B1+
11769	Ook Nederlandse handelaren speelden een rol in de slavenhandel.	B1+
11770	De West Indische Compagnie (WIC) had zelfs korte tijd een monopolie op de handel in slaven.	B1+
11771	Wat komt er anno 2020 bij kijken als je je werk slimmer wil aanpakken?	B2
11772	Wat heb je eraan en welke lifehacks helpen je hierbij?	B2
11773	Dat onderzoek ik in de reeks Slimmer werken.	B2
11774	Dit is alweer het vierde en laatste deel van de reeks.	B2
11775	In de afgelopen weken deelde ik lifehacks waarmee je je werk en leven slimmer kunt inrichten.	B2
11776	Zo schreef ik over het bewust opstarten en afsluiten van je dagen, weken en jaren, over effectief communiceren en over het gebruiken van tovertyp-shortcuts.	B2
11777	Mindmappen Mindmappen is een bekende en veelgebruikte methode om aantekeningen te maken en je gedachten op papier te zetten.	B2
11778	Je maakt een mindmap, een soort diagram, van begrippen, teksten en andere hersenspinsels.	B2
11779	Vervolgens geef je aan wat de relatie tussen die zaken is.	B2
11780	Zo creëer je een boomstructuur rond een hoofdthema.	B2
11781	Een mindmap helpt je om structuur aan te brengen in je gedachten en om dingen te leren en te onthouden.	B2
11782	Klinkt goed, maar mindmappen werkt niet voor mij.	B2
11783	Ik heb het een tijdje geprobeerd en toen merkte ik dat platte tekst beter bij mij past.	B2
11784	Hoe kan je vier op een rij inpassen in de les (hier met een SMART board)?	B1+
11785	Voor de momenten dat je 10 minuten “over” hebt in een les en de leerlingen nog niet met de tassen bij de deur wilt hebben staan is het handig om een aantal SMART board Notebook bestanden klaar te hebben staan waarmee je snel iets kan doen.	B1+
11786	Vier op een rij is een bekend spel (twee teams, gele of rode schijfjes vallen altijd helemaal naar beneden, wie het eerste 4 schijfjes van dezelfde kleur op een rij hebben horizontaal, verticaal of diagonaal heeft gewonnen).	B1+
11787	Je kan het spel gewoon spelen, maar waarschijnlijk kan je er net zo snel een vakinhoudelijk spel van maken.	B1+
11788	Met 6 rijen van 7 kolommen zijn er in principe niet meer dan 42 vragen nodig (maar meestal kom je daar niet aan).	B1+
11789	Als je net een Smartboard (of welk ander iwb) in je klas hebt gekregen kan dat nogal eens benauwend werken.	B1+
11790	Hoe krijg je al die lessen zinvol gevuld?	B1+
11791	Hoe ontwikkel je zo snel de juiste vaardigheden?	B1+
11792	Hoe krijg je elke les een “mooie” Smartboard presentatie?	B1+
11793	Mijn advies is vaak om te zoeken naar lessen die je gedurende het jaar hebt en die enigszins vergelijkbaar zijn.	B1+
11794	Bij het gebruik van een methode heb je zeg 10 hoofdstukken en die hebben allemaal een vergelijkbare opbouw.	B1+
11795	Zoek naar een Smartboard les die je bij elk hoofdstuk kan gebruiken.	B1+
11796	Een vaste manier om een inleiding te verzorgen, een vaste manier om met de leerlingen het hoofdstuk samen te vatten, een vaste manier om een toets voorbereiding te verzorgen.	B1+
11797	Deze lessen kunnen, eenmaal gemaakt, simpel aangepast worden aan het nieuwe hoofdstuk.	B1+
11798	Je hergebruikt de lessen zo veel als mogelijk.	B1+
11799	Als docent scheelt dat veel werk, voor leerlingen is het prettig om dezelfde les op dezelfde manier aangeboden te krijgen.	B1+
11800	In het begin heb je dan 1 “mooie” les per hoofdstuk, langzaamaan zal dit aantal vanzelf groeien.	B1+
11801	Na verloop van tijd (jaren?) heb je dan de gehele lesstof in Smartboard lessen gevangen.	B1+
11802	De afgelopen weken heb ik verschillende starters cursussen gegeven voor collega’s op mijn school.	B1
11803	Ik begin dan vaak met de fasen die je doorloopt als je begint te werken met het Smartboard.	B1
11804	Deze fasen heb ik overgenomen van Teaching with Smartboard en zijn heel herkenbaar: - Smartboard gebruiken als een beamer - Smartboard gebruiken als een whiteboard - Bestaande Smartboard presentaties laten zien - Eigen presentaties maken - Papieren lesplannen vervangen door Smartboard lesplannen Scott Miller en David Sladkey geven (hier in episode #38) aan dat het doorlopen van deze fasen ongeveer 12 maanden duurt.	B1
11805	Maar volgens mij duurt het vaak langer, zeker als je niet elke les een Smartboard beschikbaar hebt.	B1
11806	Een hele les?	B1
11807	Of juist liever 2x 5 minuten?	B1
11808	En is een les in fase 1 (met alleen een beamer) een mindere les?	B1
11809	Is een hogere fase dan ook daadwerkelijk een betere les?	B1
11810	Volgens mij is een les succesvol als de leerlingen aandachtig hebben meegedaan en daadwerkelijk iets geleerd hebben.	B1
11811	En of een Smartboard daarbij noodzakelijk is?	B1
11812	Ik denk het niet.	B1
11813	Jawel je kan andere werkvormen gebruiken, en afwisseling is altijd goed voor leerlingen, maar zonder Smartboard kom je ook een heel eind.	B1
11814	Door de toenemende snelheid van netwerken, komt het ook binnen het datacenter steeds vaker voor dat onze klanten glasvezelkabel gebruiken in plaats van UTP.	B2+
11815	Ook voor cross connects naar telco's, andere klanten of racks op andere datavloeren.	B2+
11816	Een hogere standaard dan datgene wat minimaal vereist is, werkt dan gewoon en is misschien met het oog op de toekomst zelfs wel handig.	B2+
11817	Waar Cat 5 nodig is, kun je ook Cat 6 of Cat 7 toepassen.	B2+
11818	Bij glasvezel is dat anders.	B2+
11819	Afgezien van allerlei verschillende connectoren, zijn er ook verschillende 'soorten' glas, die lang niet altijd zonder meer uitwisselbaar zijn.	B2+
11820	Het belangrijkste verschil tussen de verschillende soorten glasvezelkabel (Engels: fiber optic cable, kortweg 'fiber') is de diameter.	B2+
11821	Niet de diameter van de mantel of de zogenaamde cladding (de beschermende laag om de kern), maar de diameter van de kern.	B2+
11822	Een fiber met een dunne kern (ongeveer 9 duizendste van een millimeter) kan data over een langere afstand en met een hogere snelheid vervoeren dan glasvezel met een 'dikke' kern.	B2+
11823	Dik tussen aanhalingstekens, want je praat dan nog steeds maar over 5 of 6 honderdste millimeter.	B2+
11824	De dunnere fiber wordt single mode fiber genoemd (SMF), de dikkere variant multi mode fiber (MMF).	B2+
11825	Ben jij een snoepkont?	A2+
11826	Snoep is lekker, maar ook wel ongezond.	A2+
11827	Je kunt er te dik van worden en gaatjes in je gebit van krijgen.	A2+
11828	In de oertijd was er nog geen drop of ander snoepgoed.	A2+
11829	Toen werd het eten van zoet fruit zoals bessen als snoepen gezien.	A2+
11830	Al snel werd ontdekt dat je met honing dingen zoeter kon maken.	A2+
11831	Ook werd er uitgevonden hoe je van suikerriet suiker kon maken.	A2+
11832	Vanaf de zestiende eeuw werd voor het eerst echt snoep van suiker gemaakt.	A2+
11833	Het heette toen nog geen snoep, maar suikerwerk.	A2+
11834	Je hebt snoep niet nodig.	A2+
11835	Je kunt prima zonder snoep leven.	A2+
11836	Toch eet haast iedereen het, omdat het zo lekker is.	A2+
11837	Als je te veel snoep eet, krijg je te veel suiker binnen.	A2+
11838	Suiker is energie voor je lichaam.	A2+
11839	Als je veel suiker binnenkrijgt, dan krijgt je lichaam door suiker te verbranden al genoeg energie.	A2+
11840	Je lichaam hoeft dan helemaal geen vet te verbranden.	A2+
11841	Het vet blijft dan gewoon in je lichaam zitten.	A2+
11842	Er gaat geen vet af, maar er komt wel elke dag een beetje vet bij.	A2+
11843	Daarom worden mensen vaak dik van te veel snoep.	A2+
11844	Van te veel suikers worden kinderen vaak ook heel druk.	A2+
11845	Er zijn ontelbaar veel soorten snoep.	A2+
11846	De populairste snoepsoorten zijn drop, chocolade, winegums, wijnballen, spekjes, zure matten, kauwgomballen en lolly's.	A2+
11847	Je kent ongetwijfeld de gekleurde gummibeertjes.	A2+
11848	Wie heeft die snoepjes bedacht, denk je?	A2+
11849	En hoeveel drop eten we in Nederland per jaar?	A2+
11850	Jij kent snoep al je hele leven, maar snoep heeft niet altijd bestaan.	A2+
11851	In de oertijd was er nog geen snoep.	A2+
11852	Mensen zagen in die tijd zoet fruit als snoepgoed.	A2+
11853	Blauwe bessen bijvoorbeeld waren voor hen toen wat drop nu voor ons is.	A2+
11854	Pas vanaf de zestiende eeuw werd van suiker voor het eerst snoep gemaakt.	A2+
11855	Het heette toen alleen nog geen snoep, maar suikerwerk.	A2+
11856	Het bekende snoepmerk Haribo is pas veel later opgezet: in 1920.	A2+
11857	Hans Riegel uit Duitsland zette dit bedrijf op, nadat hij een opleiding als snoepkoker had afgerond.	A2+
11858	Haribo is dan ook een afkorting van Hans Riegel Bonn.	A2+
11859	Wist je dat hij degene is die de bekende gekleurde gummibeertjes bedacht?	A2+
11860	Snoep wordt ook gebruikt voor speciale gelegenheden.	A2+
11861	Je snoept bijvoorbeeld op je verjaardagsfeestje.	A2+
11862	Voor feesten als Sinterklaas wordt speciaal snoepgoed gemaakt.	A2+
11863	Onder andere pepernoten, chocoladeletters en taaitaai zijn geliefde lekkernijen tijdens Sinterklaas.	A2+
11864	Ook bij een bar mitswa-viering wordt snoep gebruikt.	A2+
11865	Er wordt dan gevierd dat een joodse jongen dertien jaar is geworden.	A2+
11866	Dan gooien de vrouwen snoepjes naar de dertienjarige, nadat die voor het eerst de Thora-lezing heeft gedaan.	A2+
11867	Grappig, hè?	A2+
11868	Je hebt snoep niet nodig.	A2+
11869	Mag jij vaak snoep eten van je ouders?	A2+
11870	Of zijn ze streng en krijg je maar één snoepje per dag?	A2+
11871	Snoep is lekker, maar ook ongezond.	A2+
11872	Heel vroeger, in de oertijd, was er nog geen snoep.	A2+
11873	Mensen zagen in die tijd zoet fruit als snoepgoed.	A2+
11874	Pas vanaf de zestiende eeuw werd van suiker voor het eerst snoep gemaakt.	A2+
11875	Het bekende snoepmerk Haribo is pas veel later opgezet: in 1920.	A2+
11876	Hans Riegel zette dit bedrijf op, nadat hij een opleiding als snoepkoker had afgerond.	A2+
11877	Wist je dat hij degene is die de bekende gekleurde gummibeertjes heeft bedacht?	A2+
11878	Niet voor iedereen Wist jij dat niet iedereen snoep kan of mag eten?	A2+
11879	In veel snoepgoed, zoals beertjes en drop, zit gelatine.	A2+
11880	Dat is een eiwit dat uit huid en botten van zoogdieren wordt gehaald.	A2+
11881	Vegetariërs, veganisten en sommige religieuze mensen zoals joden en moslims willen daarom zulk snoepgoed niet eten.	A2+
11882	In snoep zit veel suiker.	A2+
11883	Mensen met suikerziekte moeten opletten met wat ze snoepen.	A2+
11884	Je hebt snoep niet nodig.	A2+
11885	Je kunt prima zonder snoep leven.	A2+
11886	Toch eet haast iedereen het, omdat het zo lekker is.	A2+
11887	Als je te veel snoep eet, krijg je te veel suiker binnen.	A2+
11888	Suiker is energie voor je lichaam.	A2+
11889	Als je veel suiker binnenkrijgt, dan krijgt je lichaam door suiker te verbranden al genoeg energie.	A2+
11890	Zowel in Nederland als in Vlaanderen is het sociale domein de laatste jaren in beweging.	B2
11891	In Nederland hebben achtereenvolgende decentralisaties van beleid en middelen de instituties van het sociale domein grondig veranderd.	B2
11892	Daarin moet iedereen die dat kan ‘meedoen’, en worden we allen opgeroepen om als we hulp nodig hebben eerst een beroep te doen op onze eigen netwerken en omgeving, in plaats van op professionele krachten die door de overheid betaald worden.	B2
11893	Of deze overgang naar een participatiesamenleving mogelijk is, en of ze wenselijk is, is onderwerp van verhitte discussies.	B2
11894	Velen zijn bang dat het in de praktijk neerkomt op versoberingen en bezuinigingen, en dat de kwetsbare burgers minder beschermd zullen worden en uiteindelijk in de kou zullen komen te staan.	B2
